match_id,season,date,team1,team2,venue,toss_winner,toss_decision,team1_score,team2_score,winner,win_by_type,win_margin,player_of_match,city
690,2019,2019-05-29,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,field,157,199,Delhi Capitals,wickets,7,Ishan Kishan,Mumbai
691,2019,2019-05-27,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,180,153,Mumbai Indians,wickets,1,Shikhar Dhawan,Mumbai
692,2019,2019-01-16,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,206,150,Rajasthan Royals,wickets,9,Sanju Samson,Jaipur
693,2019,2019-04-19,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,field,181,168,Delhi Capitals,wickets,8,Rishabh Pant,Delhi
694,2019,2019-01-15,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,191,194,Sunrisers Hyderabad,wickets,2,Quinton de Kock,Mumbai
695,2019,2019-04-28,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,field,168,147,Royal Challengers Bangalore,wickets,1,AB de Villiers,Bangalore
696,2019,2019-01-13,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,176,149,Kolkata Knight Riders,wickets,3,KL Rahul,Kolkata
697,2019,2019-02-22,Punjab Kings,Sunrisers Hyderabad,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,bat,204,165,Punjab Kings,wickets,9,Chris Gayle,Mohali
698,2019,2019-02-15,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,161,166,Mumbai Indians,runs,5,Hardik Pandya,Jaipur
699,2019,2019-02-13,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,field,143,143,Kolkata Knight Riders,wickets,5,Gautam Gambhir,Mumbai
700,2019,2019-04-25,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,189,149,Royal Challengers Bangalore,wickets,1,Suresh Raina,Bangalore
701,2019,2019-04-24,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Delhi Capitals,bat,149,173,Delhi Capitals,runs,24,Ishan Kishan,Mumbai
702,2019,2019-05-18,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,189,177,Rajasthan Royals,runs,12,Jos Buttler,Jaipur
703,2019,2019-03-11,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,185,147,Kolkata Knight Riders,runs,38,Gautam Gambhir,Kolkata
704,2019,2019-01-13,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,142,193,Rajasthan Royals,wickets,6,Virat Kohli,Bangalore
705,2019,2019-04-28,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,162,157,Rajasthan Royals,wickets,9,Suresh Raina,Jaipur
706,2019,2019-01-23,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,191,174,Sunrisers Hyderabad,wickets,6,Ishan Kishan,Hyderabad
707,2019,2019-03-20,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Royal Challengers Bangalore,bat,176,206,Royal Challengers Bangalore,runs,30,Ruturaj Gaikwad,Chennai
708,2019,2019-01-28,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,156,181,Delhi Capitals,runs,25,Shikhar Dhawan,Jaipur
709,2019,2019-05-29,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,field,169,168,Chennai Super Kings,wickets,5,Shreyas Iyer,Chennai
710,2019,2019-05-17,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Chennai Super Kings,field,195,173,Sunrisers Hyderabad,wickets,8,David Warner,Hyderabad
711,2019,2019-01-16,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,177,184,Chennai Super Kings,runs,7,Rishabh Pant,Delhi
712,2019,2019-01-30,Rajasthan Royals,Kolkata Knight Riders,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,161,146,Rajasthan Royals,wickets,9,Jos Buttler,Jaipur
713,2019,2019-03-26,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,149,123,Kolkata Knight Riders,runs,26,Gautam Gambhir,Kolkata
714,2019,2019-05-29,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,bat,205,140,Sunrisers Hyderabad,wickets,6,Jos Buttler,Hyderabad
715,2019,2019-04-25,Mumbai Indians,Rajasthan Royals,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,164,157,Mumbai Indians,wickets,6,Quinton de Kock,Mumbai
716,2019,2019-05-20,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,173,179,Sunrisers Hyderabad,runs,6,Ishan Kishan,Mumbai
717,2019,2019-05-20,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,183,151,Punjab Kings,runs,32,Jos Buttler,Mohali
718,2019,2019-03-10,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Chennai Super Kings,field,164,168,Chennai Super Kings,runs,4,MS Dhoni,Mumbai
719,2019,2019-03-20,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,163,195,Kolkata Knight Riders,wickets,3,David Warner,Hyderabad
720,2019,2019-04-19,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,bat,176,177,Royal Challengers Bangalore,wickets,4,AB de Villiers,Mumbai
721,2020,2020-01-16,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Delhi Capitals,bat,179,186,Delhi Capitals,runs,7,Andre Russell,Kolkata
722,2020,2020-03-25,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,171,137,Chennai Super Kings,runs,34,Suresh Raina,Chennai
723,2020,2020-02-11,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,bat,175,149,Delhi Capitals,runs,26,Rishabh Pant,Delhi
724,2020,2020-01-20,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,bat,158,174,Kolkata Knight Riders,wickets,1,Shreyas Iyer,Mohali
725,2020,2020-03-30,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,190,163,Punjab Kings,wickets,1,Ishan Kishan,Mohali
726,2020,2020-03-24,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,173,197,Royal Challengers Bangalore,wickets,5,Gautam Gambhir,Kolkata
727,2020,2020-05-27,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,bat,172,215,Royal Challengers Bangalore,wickets,2,Virat Kohli,Chennai
728,2020,2020-03-28,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,field,178,127,Chennai Super Kings,wickets,5,Suresh Raina,Chennai
729,2020,2020-01-14,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,181,170,Kolkata Knight Riders,wickets,9,Gautam Gambhir,Kolkata
730,2020,2020-04-22,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,191,176,Mumbai Indians,wickets,1,Rohit Sharma,Mumbai
731,2020,2020-02-27,Royal Challengers Bangalore,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,field,165,138,Royal Challengers Bangalore,wickets,5,David Warner,Bangalore
732,2020,2020-04-13,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,field,164,145,Chennai Super Kings,runs,19,MS Dhoni,Chennai
733,2020,2020-02-29,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,field,157,174,Royal Challengers Bangalore,runs,17,AB de Villiers,Mohali
734,2020,2020-04-10,Delhi Capitals,Royal Challengers Bangalore,"Arun Jaitley Stadium, Delhi",Royal Challengers Bangalore,bat,198,170,Delhi Capitals,wickets,6,Rishabh Pant,Delhi
735,2020,2020-03-21,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,146,171,Kolkata Knight Riders,wickets,8,Suresh Raina,Chennai
736,2020,2020-05-30,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,189,150,Royal Challengers Bangalore,runs,39,Shikhar Dhawan,Bangalore
737,2020,2020-04-17,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,field,165,163,Chennai Super Kings,wickets,7,Ruturaj Gaikwad,Chennai
738,2020,2020-02-28,Kolkata Knight Riders,Delhi Capitals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,153,175,Delhi Capitals,wickets,2,Andre Russell,Kolkata
739,2020,2020-02-12,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,field,165,171,Punjab Kings,wickets,9,Chris Gayle,Jaipur
740,2020,2020-02-19,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,field,152,154,Mumbai Indians,runs,2,Chris Gayle,Mohali
741,2020,2020-01-12,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,181,155,Rajasthan Royals,wickets,6,Sanju Samson,Jaipur
742,2020,2020-02-24,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,199,155,Kolkata Knight Riders,runs,44,Jos Buttler,Kolkata
743,2020,2020-03-28,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,bat,172,181,Kolkata Knight Riders,runs,9,Andre Russell,Delhi
744,2020,2020-05-22,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,bat,142,127,Delhi Capitals,runs,15,Shreyas Iyer,Delhi
745,2020,2020-01-27,Royal Challengers Bangalore,Rajasthan Royals,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,bat,140,188,Rajasthan Royals,wickets,9,Virat Kohli,Bangalore
746,2020,2020-05-22,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Mumbai Indians,bat,158,214,Mumbai Indians,runs,56,Ishan Kishan,Hyderabad
747,2020,2020-02-15,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Punjab Kings,field,157,166,Punjab Kings,wickets,7,Chris Gayle,Hyderabad
748,2020,2020-02-19,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,195,203,Chennai Super Kings,wickets,6,Chris Gayle,Mohali
749,2020,2020-04-23,Royal Challengers Bangalore,Chennai Super Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,205,187,Royal Challengers Bangalore,runs,18,MS Dhoni,Bangalore
750,2020,2020-05-23,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,186,174,Royal Challengers Bangalore,wickets,8,Quinton de Kock,Bangalore
751,2020,2020-02-15,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,field,182,151,Royal Challengers Bangalore,wickets,7,Andre Russell,Bangalore
752,2020,2020-04-27,Rajasthan Royals,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,153,162,Delhi Capitals,wickets,4,Jos Buttler,Jaipur
753,2020,2020-05-25,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,164,153,Sunrisers Hyderabad,wickets,6,Rohit Sharma,Hyderabad
754,2020,2020-05-12,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,field,180,182,Punjab Kings,runs,2,Ruturaj Gaikwad,Chennai
755,2020,2020-05-10,Kolkata Knight Riders,Punjab Kings,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,169,192,Punjab Kings,wickets,1,Chris Gayle,Kolkata
756,2020,2020-03-19,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,field,147,159,Kolkata Knight Riders,wickets,7,Chris Gayle,Mohali
757,2020,2020-04-28,Royal Challengers Bangalore,Mumbai Indians,"M. Chinnaswamy Stadium, Bangalore",Mumbai Indians,field,155,125,Royal Challengers Bangalore,wickets,1,Ishan Kishan,Bangalore
758,2020,2020-04-12,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,166,160,Royal Challengers Bangalore,wickets,1,Shikhar Dhawan,Bangalore
759,2020,2020-03-18,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,195,175,Royal Challengers Bangalore,wickets,3,Faf du Plessis,Bangalore
760,2020,2020-02-24,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,149,200,Mumbai Indians,runs,51,Ishan Kishan,Delhi
761,2020,2020-02-26,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,189,174,Sunrisers Hyderabad,runs,15,Jos Buttler,Hyderabad
762,2020,2020-04-23,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,163,143,Mumbai Indians,runs,20,Quinton de Kock,Mumbai
763,2020,2020-05-21,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,field,161,184,Chennai Super Kings,runs,23,Suresh Raina,Jaipur
764,2020,2020-04-22,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,bat,201,193,Mumbai Indians,runs,8,David Warner,Mumbai
765,2020,2020-04-25,Punjab Kings,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,field,159,140,Punjab Kings,runs,19,Chris Gayle,Mohali
766,2020,2020-03-26,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,bat,170,127,Delhi Capitals,wickets,8,Rishabh Pant,Delhi
767,2020,2020-03-13,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Punjab Kings,field,173,160,Mumbai Indians,wickets,6,Hardik Pandya,Mumbai
768,2020,2020-05-16,Delhi Capitals,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",Sunrisers Hyderabad,field,159,131,Delhi Capitals,runs,28,Rishabh Pant,Delhi
769,2020,2020-01-12,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,177,152,Sunrisers Hyderabad,runs,25,Chris Gayle,Hyderabad
770,2020,2020-04-21,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,field,146,105,Mumbai Indians,runs,41,Gautam Gambhir,Mumbai
771,2020,2020-01-29,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Sunrisers Hyderabad,field,167,198,Sunrisers Hyderabad,runs,31,David Warner,Kolkata
772,2020,2020-01-12,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,197,153,Chennai Super Kings,runs,44,Quinton de Kock,Chennai
773,2020,2020-03-24,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,157,172,Kolkata Knight Riders,runs,15,Andre Russell,Bangalore
774,2020,2020-02-12,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,field,150,169,Sunrisers Hyderabad,wickets,6,Suresh Raina,Chennai
775,2020,2020-03-18,Delhi Capitals,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",Delhi Capitals,field,181,187,Rajasthan Royals,wickets,6,Shikhar Dhawan,Delhi
776,2020,2020-04-15,Royal Challengers Bangalore,Kolkata Knight Riders,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,166,158,Royal Challengers Bangalore,runs,8,Gautam Gambhir,Bangalore
777,2020,2020-01-24,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,152,146,Punjab Kings,wickets,4,Ishan Kishan,Mohali
778,2020,2020-03-24,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",Delhi Capitals,bat,163,170,Mumbai Indians,runs,7,Ishan Kishan,Delhi
779,2020,2020-04-18,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,field,184,146,Mumbai Indians,runs,38,Rohit Sharma,Mumbai
780,2020,2020-04-23,Royal Challengers Bangalore,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,field,194,157,Royal Challengers Bangalore,runs,37,Faf du Plessis,Bangalore
781,2021,2021-04-25,Rajasthan Royals,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,167,148,Rajasthan Royals,runs,19,KL Rahul,Jaipur
782,2021,2021-01-21,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chennai",Delhi Capitals,field,124,180,Delhi Capitals,wickets,7,MS Dhoni,Chennai
783,2021,2021-05-11,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Mumbai Indians,field,181,157,Sunrisers Hyderabad,runs,24,David Warner,Hyderabad
784,2021,2021-03-25,Rajasthan Royals,Sunrisers Hyderabad,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,169,173,Sunrisers Hyderabad,wickets,2,Sanju Samson,Jaipur
785,2021,2021-01-16,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,field,139,152,Sunrisers Hyderabad,runs,13,David Warner,Chennai
786,2021,2021-03-25,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,182,137,Mumbai Indians,wickets,2,Quinton de Kock,Mumbai
787,2021,2021-01-22,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,173,135,Punjab Kings,runs,38,Hardik Pandya,Mohali
788,2021,2021-02-12,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,field,176,162,Chennai Super Kings,runs,14,Ruturaj Gaikwad,Chennai
789,2021,2021-05-11,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Mumbai Indians,field,138,186,Sunrisers Hyderabad,runs,48,Ishan Kishan,Mumbai
790,2021,2021-03-13,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",Kolkata Knight Riders,bat,154,146,Kolkata Knight Riders,runs,8,David Warner,Kolkata
791,2021,2021-01-25,Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,171,185,Delhi Capitals,runs,14,Shikhar Dhawan,Mohali
792,2021,2021-01-28,Kolkata Knight Riders,Mumbai Indians,"Eden Gardens, Kolkata",Kolkata Knight Riders,field,149,164,Mumbai Indians,wickets,7,Andre Russell,Kolkata
793,2021,2021-01-13,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,175,176,Punjab Kings,runs,1,KL Rahul,Bangalore
794,2021,2021-04-17,Delhi Capitals,Chennai Super Kings,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,bat,171,155,Delhi Capitals,wickets,9,Suresh Raina,Delhi
795,2021,2021-04-12,Mumbai Indians,Chennai Super Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,field,153,164,Chennai Super Kings,wickets,3,Rohit Sharma,Mumbai
796,2021,2021-04-14,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,148,104,Mumbai Indians,wickets,7,Quinton de Kock,Mumbai
797,2021,2021-02-29,Kolkata Knight Riders,Chennai Super Kings,"Eden Gardens, Kolkata",Chennai Super Kings,field,175,181,Chennai Super Kings,wickets,7,Suresh Raina,Kolkata
798,2021,2021-03-21,Mumbai Indians,Delhi Capitals,"Wankhede Stadium, Mumbai",Mumbai Indians,field,125,142,Delhi Capitals,wickets,2,Quinton de Kock,Mumbai
799,2021,2021-01-29,Rajasthan Royals,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,bat,179,204,Mumbai Indians,runs,25,Ishan Kishan,Jaipur
800,2021,2021-01-16,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,168,148,Sunrisers Hyderabad,runs,20,Jos Buttler,Hyderabad
801,2021,2021-02-11,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,164,190,Rajasthan Royals,wickets,8,Suresh Raina,Chennai
802,2021,2021-03-20,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,field,156,147,Mumbai Indians,runs,9,Ishan Kishan,Mumbai
803,2021,2021-02-15,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,159,143,Punjab Kings,runs,16,Ishan Kishan,Mohali
804,2021,2021-04-28,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,bat,170,195,Kolkata Knight Riders,runs,25,Gautam Gambhir,Mumbai
805,2021,2021-03-17,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,173,157,Sunrisers Hyderabad,wickets,4,David Warner,Hyderabad
806,2021,2021-04-28,Chennai Super Kings,Punjab Kings,"MA Chidambaram Stadium, Chennai",Punjab Kings,bat,162,131,Chennai Super Kings,wickets,4,MS Dhoni,Chennai
807,2021,2021-04-15,Punjab Kings,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,bat,183,161,Punjab Kings,runs,22,Ishan Kishan,Mohali
808,2021,2021-03-16,Rajasthan Royals,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,field,164,226,Royal Challengers Bangalore,runs,62,Faf du Plessis,Jaipur
809,2021,2021-02-13,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,173,147,Sunrisers Hyderabad,runs,26,Suresh Raina,Hyderabad
810,2021,2021-05-15,Punjab Kings,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,bat,160,185,Kolkata Knight Riders,wickets,4,Chris Gayle,Mohali
811,2021,2021-02-28,Royal Challengers Bangalore,Delhi Capitals,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,bat,170,134,Royal Challengers Bangalore,wickets,9,Rishabh Pant,Bangalore
812,2021,2021-02-17,Punjab Kings,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,field,184,149,Punjab Kings,runs,35,Sanju Samson,Mohali
813,2021,2021-04-11,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,201,184,Sunrisers Hyderabad,runs,17,David Warner,Hyderabad
814,2021,2021-01-24,Mumbai Indians,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",Mumbai Indians,field,159,188,Kolkata Knight Riders,wickets,8,Shreyas Iyer,Mumbai
815,2021,2021-02-14,Punjab Kings,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,169,180,Chennai Super Kings,runs,11,Chris Gayle,Mohali
816,2021,2021-04-19,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,176,146,Sunrisers Hyderabad,runs,30,Virat Kohli,Hyderabad
817,2021,2021-04-14,Royal Challengers Bangalore,Sunrisers Hyderabad,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,field,156,183,Sunrisers Hyderabad,runs,27,Faf du Plessis,Bangalore
818,2021,2021-04-20,Rajasthan Royals,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,field,161,154,Rajasthan Royals,wickets,1,MS Dhoni,Jaipur
819,2021,2021-01-29,Mumbai Indians,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,field,150,171,Royal Challengers Bangalore,runs,21,Quinton de Kock,Mumbai
820,2021,2021-04-21,Sunrisers Hyderabad,Punjab Kings,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,field,205,141,Sunrisers Hyderabad,wickets,1,David Warner,Hyderabad
821,2021,2021-05-16,Punjab Kings,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,field,168,191,Delhi Capitals,wickets,3,Shikhar Dhawan,Mohali
822,2021,2021-05-16,Royal Challengers Bangalore,Punjab Kings,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,field,166,172,Punjab Kings,runs,6,Chris Gayle,Bangalore
823,2021,2021-01-21,Kolkata Knight Riders,Royal Challengers Bangalore,"Eden Gardens, Kolkata",Royal Challengers Bangalore,field,148,171,Royal Challengers Bangalore,wickets,5,Virat Kohli,Kolkata
824,2021,2021-05-27,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Kolkata Knight Riders,field,164,182,Kolkata Knight Riders,runs,18,Shreyas Iyer,Hyderabad
825,2021,2021-04-12,Delhi Capitals,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,field,189,214,Kolkata Knight Riders,runs,25,Rishabh Pant,Delhi
826,2021,2021-02-18,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,field,178,169,Chennai Super Kings,runs,9,MS Dhoni,Chennai
